beneficiary,vintage_year,total_volume
"Xiamen Wei Mon Environmental Materials Co.,Ltd",2012,268.0
Retired via Patch on behalf of 2023 Climate Neutral certifying companies,2016,268.0
CQS UK LLP,2016,268.0
BravoNext SA,2016,268.0
CQS UK LLP,2018,268.0
"SCHNEIDER(WUXI) DRIVES CO.,LTD.",2020,268.0
Smith College,2004,268.0
Dani Sem Autotrasporti,2010,268.0
Mcadams Pet Foods Limited,2020,268.0
ABS Investment Management LLC,2019,267.0
Taglieber Holzbau GmbH,2012,267.0
Rosco Production,2015,267.0
MATRIX SUPPLY CHAIN,2016,267.0
AnyVan Limited,2016,267.0
Mastek Ltd,2001,267.0
CQS UK LLP,2015,267.0
Climate Heroes - 22.01.18,2018,267.0
10025,2017,267.0
"Air Aurora Air Purification Technology (Shanghai) Co., Ltd.",2013,267.0
LEONARD DINGLER (PROPRIETARY) LIMITED,2017,267.0
Bagnall and Morris,2009,267.0
Centro Administrativo SICREDI,2017,266.0
Chemform,2018,266.0
MG Cannon - Steer Automotive Group,2012,266.0
ABS Investment Management LLC,2017,266.0
Maschinenfabrik FRÖMAG GmbH & Co KG,2011,266.0
GP-037-Move for Good UTA,2017,266.0
BORR Drilling,2016,266.0
Bates Wells,2016,266.0
Águas do Porto,2020,266.0
Giuliani SpA,2009,266.0
Cipy Creative Works Pvt. Ltd.,2020,266.0
Lotus Travel,2013,266.0
"Shenzhen Yida Tools Technology Co., Ltd.",2017,266.0
Chakwenga Safaris Ltd,2021,266.0
Quality Hotel Fort McMurray - EcoStay Program,2014,266.0
Hedges Direct Ltd,2014,266.0
C3 Administração de Bens e Participações Ltda - CNPJ: 07.093.340/0001-53,2012,266.0
CBV,2003,266.0
British American Tobacco - BAT Brazil – Uberlandia Factory,2007,266.0
i2c Architects,2021,266.0
IPE Srl (Visionnaire),2018,265.0
23/474,2018,265.0
Hauser & Wirth,2009,265.0
Onward,2017,265.0
Transavia France,2020,265.0
pangolin Associates,2013,265.0
University of Colorado,2014,265.0
Elk & Avenue Hotel,2016,265.0
Obsession BV,2017,265.0
The Parkside Group (Holdings) Limited,2021,265.0
CIE AUTOMOTIVE S.A,2015,265.0
Schollmayer Holz GmbH,2014,265.0
NINGBO TAIPING INTL TRADE,2017,265.0
Ideal Direct Ltd,2017,265.0
HQ Trust GmbH,2022,265.0
Visionflex Soluções Gráficas Ltda.,2012,265.0
"PTT International Trading Pte.Ltd. Carbon Offset for bunker consumption from Gas Dream Voy.98 loading propylene cargo for HMC Polymers Co.,Ltd.(B/L date 16-20/01/24)",2018,265.0
CARBON SENSE LTD,2013,265.0
"Carbon Offset for bunker consumption from Gas Dream Voy.97 loading propylene cargo for HMC Polymers Co.,Ltd.(B/L date 5/01/24)",2018,265.0
0172 RCPP (Cliente Waylet (EESS)),2013,264.0
BB Body Repairs Ltd,2011,264.0
"Sede Sicredi Dexis (Av. Paraná, 891)",2014,264.0
"Shenzhen Shifang Digital Technology Co., Ltd.",2014,264.0
Outsourcing Supply activities of the Ambipar Environmental Solutions along the year 2021,2008,264.0
Industrial Dwelling Society 1885 Ltd,2018,264.0
Gemeente Schouwen Duiveland,2016,264.0
Flatdogs Camp,2017,264.0
Healthcare,2017,264.0
ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA,2014,264.0
Gemeente Schouwen Duiveland,2019,264.0
South System - 19.614.565./0001-97,2018,264.0
PSL,2007,264.0
Alan Reed Ltd,2021,264.0
Gillibrand Accident Repair Centre,2020,264.0
Alan Reed Ltd,2019,264.0
Wissenschafts- und Kongresszentrum Darmstadt GmbH & Co. KG Ausgleich der in 2021 angefallenen CO2-Menge,2012,264.0
Latitude Research,2017,264.0
Avico,2021,264.0
Wernick Power Solutions,2017,264.0
TR Media AB,2019,264.0
Mouro Capital,2016,263.0
Banchisfood Ecuador,2017,263.0
Community Climate Chest,2008,263.0
Industrial Dwelling Society 1885 Ltd,2021,263.0
CONSELHO NORMATIVO DE PROMOÇÕES CONJUNTAS DO FLAMBOYANT – CNPC FLAMBOYANT CNPJ nº 03.2294.824/0001-00,2015,263.0
Vexx - NFT Offset,2009,263.0
Fitflop,2017,263.0
Industrial Dwelling Society 1885 Ltd,2015,263.0
PERCI Collective '18,2013,263.0
Quadratek,2009,263.0
"1,000 Ksoids  - Danil Krivoruchko",2009,263.0
AIR LIQUIDE Deutschland GmbH,2014,263.0
Stadtwerke Voerde GmbH,2017,263.0
Industrial Dwelling Society 1885 Ltd,2016,263.0
iwoca Ltd,2018,263.0
10851,2016,262.0
On behalf of our customer 11595,2007,262.0
Moorhouse Consulting,2017,262.0
KPA PensionsfÃ¶rsÃ¤kring AB,2015,262.0
LCM Environmental,2015,262.0
Evanergy Solar Film Plastik Kimy.Mad.Sa N.Tic.Ş.,2011,262.0
SUNWARD LOGISTICS CO LTD,2017,262.0
GROUPE CANAL+ SA,2009,262.0
Otokar Otomotiv ve Savunma Sanayi A.Ş,2012,262.0
"JINAN DA YU E-BUSINESS CO., LTD",2018,262.0
Ambipar Group PB Via Limpa,2008,262.0
"Hongfengze Industrial (Shenzhen) Co., Ltd",2014,262.0
UK Accident Repair Ltd,2011,261.0
IATA Carbon Offset Program,2015,261.0
NRL GROUP,2009,261.0
&TECH Srls,2018,261.0
B V SERVIZI S R L,2008,261.0
RTVE,2021,261.0
Bryson Products Ltd,2017,261.0
Nationwide Fuels LLP,2019,261.0
All Things Live customers,2020,261.0
CATO Location Services,2018,261.0
Latin American & Caribbean Climate Week 2018,2014,260.0
Tasman Environmental Markets Australia Pty Ltd,2018,260.0
Millemont Capital Partners Limited,2016,260.0
Cam Kırığı Hurda Nak.İnş. Gıda Turz. San. Tic. Ltd. Şti,2013,260.0
SHANDONG RIRISHUN INTERNATIONAL SUPPLY CHAIN CO LTD,2018,260.0
The Rothen Group Limited,2017,260.0
TIM S.A.,2016,260.0
Steadfast Financial LP,2015,260.0
Nevis Range,2019,260.0
Grace Yuan - Tidemark,2019,260.0
CASA COR PROMOÇÕES E COMERCIAL LTDA,2015,260.0
BeeQuest Global Equity Net Zero Fund / Fonds BeeQuest Actions mondiales Net Zéro,2017,260.0
"The GHG emissions generated during UFI Asia-Pacific Conference 2024 from March 7 to March 8, 2024",2012,260.0
Find Form Ltd,2014,260.0
The Edwin Group,2021,260.0
HANetf Limited,2020,260.0
ABL 1 Touch Group Limited,2012,260.0
BL Aldgate Investment Limited,2020,260.0
"MP AIR, INC.",2019,260.0
ISA InterChile S.A.,2010,260.0
ADA Cosmetics International GmbH,2017,260.0
First Focus IT,2015,260.0
esure Group,2016,260.0
FK Performance Motorsport Bremen,2010,260.0
0xeE9930a62FbF85fb443ad3d7410da665ebc90B83,2011,260.0
Harmony Geri Dönüşüm San. Ve Tic. Ltd. Şti,2013,260.0
GLOBAL JET IOM LTD,2020,260.0
NRT Building Services Group Ltd,2014,260.0
ECCO Gleittechnik GmbH,2010,260.0
"ASOCIACIÓN DE BANCOS DE MÉXICO ABM, A.C.",2020,259.0
on behalf of customer 10851,2016,259.0
Retirement for DBS CBG Singapore – Live Better from Oct2023-Dec2023,2017,259.0
Fraser Thomas Limited,2018,259.0
US UNITED LOGISTICS (NINGBO) INC,2016,259.0
6th China LNG & Gas Exhibition Summit,2014,259.0
HiDef Aerial Surveying,2013,259.0
Offset Alliance customers,2017,259.0
PENAVICO INTL LOGISTICS CO LTD,2016,259.0
On bahalf of PlanSource,2017,259.0
on behalf of our customer 10973,2013,259.0
LGT Portfolio Management SICAV,2018,259.0
Framestore Limited,2014,259.0
Air Liquide Deutschland GmbH,2011,259.0
Pangolin Associates,2019,258.0
Mount Engadine Lodge,2012,258.0
SureStay Chilliwach Inn,2016,258.0
"Cranswick plc: Cranswick Country Foods, Watton",2018,258.0
"CHEDIAK, LOPES DA COSTA, CRISTOFARO ADVOGADOS",2014,258.0
Reforestum,2017,258.0
ChangeNow SAS,2007,258.0
Greenarc Fuelcards Ltd,2015,258.0
Schweriner Feuerbestattungs- und Dienstleistungs- GmbH,2013,258.0
Edge of Ember,2017,258.0
Blue Star Energy,2017,258.0
GSH U.K. Ltd,2021,258.0
B Lab Global / USCA,2020,257.0
The Spring Hill Community,2016,257.0
PUDONG PRIME INT'L LOGISTICS INC,2018,257.0
MURGIA RETI GAS SRL,2016,257.0
Reforestum End Users (Reforesters),2019,257.0
Oaklin Consulting LLP,2018,257.0
Ambipar Group - Ambipar REsponse S/A,2008,257.0
Akaso Tech LLC,2017,257.0
VALE DO PONTAL ACUCAR E ETANOL S.A. - 08.057.019/0001-86,2014,257.0
Wyndham Hotels & Resorts,2015,257.0
Study Travel Academy SRL,2007,257.0
SINOTRANS CENTRAL CHINA CO LTD,2016,256.0
Oughtred Coffee and Tea Ltd.,2014,256.0
East African Safari Rally LTD,2013,256.0
M&G Investments,2019,256.0
KURO Kunststoffe GmbH,2013,256.0
NINGBO FLYFARTHER INTL LOGISTICS CO,2017,256.0
Fix Auto Rochester (Four Elms Service Station Ltd),2020,256.0
VIA AM,2019,256.0
EV Bodyshops Ltd,2020,256.0
Liberty,2009,256.0
Australian Postal Corporation,2020,256.0
神铁二号线（天津）轨道交通运营有限公司李明庄车辆段,2020,256.0
Smartways Logistics Pty Limited,2014,256.0
Capsticks,2017,256.0
"Xiaomi Communications Co., Ltd.",2018,256.0
Australia Postal Corporation,2020,256.0
National Audubon Society,2017,256.0
Better World Telecomm,2008,256.0
Clade,2009,256.0
Alcon Eyecare,2017,256.0
"Kerrane Storz, P.C.",2017,256.0
Resolution Capital,2012,255.0
"CLARIANT INDIA PRIVATE LIMITED, Bonthapally, India",2021,255.0
"99 Melbourne Street, South Brisbane",2016,255.0
Biohotel Sturm,2012,255.0
SaxonAir,2009,255.0
SKYHAWK LTD,2015,255.0
SaxonAir,2013,255.0
SINOTRANS ZHEJIANG CO LTD NINGBO LOGISTICS BRANCH,2018,255.0
"Shenzhen Jikede E-Commerce Co., Ltd",2014,255.0
supply@patch.io;daspden@aspiration.com;roxanne@usepatch.com,2021,255.0
AKT II Ltd,2016,255.0
Synpharma,2012,255.0
MJJM Investments pty ltd,2018,255.0
FleetPartners Holding (NZ) Limited,2018,255.0
Arcanjo Renegado - 4ª Temporada - AfroReggae Audiovisual S.A.,2019,255.0
"Milk Agro SRL, with the financial support of TotalEnergies Gas & Power Limited, London, Meyrin-Geneva Branch (25.6 %) and Atlantic Basin Services Ltd, (74.4%)",2020,254.0
MC2 Europe GmbH,2017,254.0
Williams Pressing and Packaging Services Pty Ltd,2014,254.0
Liverpool Partners Pty Ltd,2014,254.0
Stranda Snowboards,2021,254.0
Topp Textil GmbH,2017,254.0
SureStay Chilliwack Inn,2012,254.0
McFarlane Telfer Ltd,2014,254.0
"Guangzhou Maihu Network Technology Co., Ltd",2017,254.0
ECOPETROL S.A. NIT 899.999.068-1,2020,254.0
Compensação de Carbono  ABC Cripto,2009,254.0
UNIBEST (GZ) INTL LOGISTICS CO LTD,2017,254.0
GibCargo Limited,2022,253.0
The Appliance Recycling Group,2016,253.0
Australian Performing Arts Market (APAM),2016,253.0
LONGSAIL INTERNATIONAL LOGISTICS CO LTD,2017,253.0
Soziallbau Kempten Wohnungs- und Städtebau GmbH,2017,253.0
ITC Rajputana,2022,253.0
Redevco B.V.,2010,253.0
Shackled Genesis,2011,253.0
BB Body Repairers,2007,253.0
Art Partner Productions Limited,2017,253.0
GEC Solutions Ltd,2016,253.0
CREDIT MUTUEL,2019,253.0
"Yiwu Shuju E-commerce Co., Ltd.",2014,253.0
Bending Spoons S.p.A.,2014,253.0
Qantas,2008,253.0
协鑫能源中心 GCL ENERGY CENTER,2013,253.0
Grove Group,2015,253.0
DSV AIR & SEA PVT LTD,2016,252.0
LCM Environmental,2016,252.0
Bürkle,2009,252.0
UBER,2012,252.0
"ZHEJIANG CHINT ELECTRICS CO., LTD.",2018,252.0
LCM Environmental,2017,252.0
AG Sagax,2017,252.0
Li Rising DBA RE-TECK,2015,252.0
Pause People Earth,2018,252.0
NESTLÉ PERÚ S.A,2017,252.0
Möbelbau Sayda GmbH,2012,252.0
Bright Products,2017,252.0
Lancel Sogedi S.A.,2015,252.0
Bürkle,2011,252.0
EXPEDITORS INTERNATIONAL DE MEXICO,2017,252.0
"USC Technology Co., Limited",2014,252.0
VINCCI HOTELES,2009,252.0
Noosa Festival of Surfing 2024,2021,252.0
Cris Conf. S.p.A.,2014,252.0
Ferreycorp S.A.A.; Retirement for Person or Organization; Ferrycorp S.A.A. Sede Surco por 252 toneladas de carbono por sus emisiones anuales 2021,2008,252.0
Möbelfabrik Fr. Rudolf & Sohn GmbH + Co. KG,2016,252.0
DREWAG - Stadtwerke Dresden GmbH,2011,252.0
"TRUMPF (China) Co., Ltd",2020,252.0
XMH HOLDINGS LTD,2010,252.0
WIL,2008,252.0
TECVA,2020,252.0
Telstra Super,2016,251.0
"Dexus and Lendlease on behalf of 1 Farrer Place, Sydney",2018,251.0
Inticom S.p.A.,2010,251.0
Asilia Kenya Ltd,2019,251.0
Möbelfabrik Fr. Rudolf & Sohn GmbH + Co. KG,2018,251.0
Ipiranga,2015,251.0
"SAGAPONACK AIRCRAFT, LLC",2015,251.0
CO2cut Ltd.,2011,251.0
Alvertos Revach,2020,251.0
Bush Sales and Lettings,2021,251.0
ZEB Consulting,2023,250.0
IIFA,2023,250.0
Porta Hotel Antigua,2014,250.0
Water Plus Group Limited,2018,250.0
Advantag GmbH,2017,250.0
0x7Dcb3eDD7B7D17bB8a396C36363e21e672090113,2012,250.0
Rubicon Carbon Portfolios,2020,250.0
Wilmington Plc,2021,250.0
Giuliani SpA,2014,250.0
Van Weelde Shipping Group B.V.,2018,250.0
GP-12,2003,250.0
Island Global Yachting LLC.,2014,250.0
Strawberry Fields  2019,2015,250.0
ReGreen GmbH,2009,250.0
AESSEAL plc,2017,250.0
meta4log,2009,250.0
Berba Sağlık Hizmetleri,2013,250.0
İzmit Belediyesi Başkanlığı,2013,250.0
Kocaeli Büyükşehir Belediyesi Kocaeli Su Ve Kanalizasyon İdaresi Genel Müdürlüğü,2013,250.0
Cranswick plc: Gourmet Pastry Limited (Yorkshire Baker),2019,250.0
GOLDEN WEST HOLDINGS PTY. LIMITED,2018,250.0
CHOOOSE AS,2014,250.0
Garden Cycles,2011,250.0
Hansard Global Plc,2019,250.0
GP-14,2003,250.0
Aegis London,2019,250.0
Ambipar Group Atendimento Embraer Vale,2008,250.0
Hansard Global Plc,2017,250.0
MAJID AL FUTTAIM HOLDING LLC,2021,250.0
Österreichische Post AG,2010,250.0
Fundació Esade,2016,250.0
CABIFY,2019,250.0
Inter Fund Management,2013,250.0
Robert Slater,2012,250.0
0xF47147Ff2ECe9eD38eA122BCE5980187d3da2276,2015,250.0
Simplyhealth,2014,250.0
Grosvenor House Group Limited,2016,250.0
Sulmara,2014,250.0
Atkins/SNC Lavalin UK & Europe (NB as of Sept 2023 the organisation underwent a name change and is now known as AtkinsRéalis).,2018,250.0
Franchi PLC,2015,250.0
Körfez Belediyesi Başkanlığı,2013,250.0
BOC Aviation Limited,2016,250.0
Ölsand,2020,250.0
The Edge Picture Company,2014,250.0
Sureserve Group Ltd,2013,250.0
Planet,2015,250.0
Gripple Ltd,2021,250.0
Rupt Group Corporation,2020,250.0
Autodata Products Ltd,2015,250.0
Safran Landing Systems Services UK Ltd,2015,250.0
Master Studies Worldwide Ltd,2015,250.0
KBMT GmbH & Co. KG,2013,250.0
Zeta Global Holdings Corp,2016,250.0
Calwer Klostersommer,2012,250.0
İzmit Su A.Ş,2013,250.0
Intelligent Facility Solutions,2009,250.0
Aurora Managed Services Ltd,2019,250.0
Dan,2008,250.0
Raithwaite Estate,2014,250.0
Buonristoro Spa,2022,250.0
Livingstone,2009,250.0
MS Amlin,2018,250.0
Chloé SAS,2019,250.0
AST Plastic Containers UK,2009,250.0
PrintReleaf,2014,250.0
Online Sales,2014,250.0
City of Rockingham,2019,250.0
Peter Baines,2021,250.0
Henkel Anand India Private Limited,2021,250.0
Ellis of Richmond (T/A Ellis Wines),2001,250.0
Ontario Home Protection,2010,250.0
Berkeley Group plc (The)  by PNZ Carbon Limited,2022,250.0
Telstra Super,2021,250.0
1st Waste Management Consultants Ltd,2017,250.0
"MEETING PLACE (Gmp Property SOCIMI, S.A.)",2018,250.0
Nu Kleen Services,2015,250.0
Klever Programmatic Inc.,2018,250.0
Treepoints Ltd,2018,250.0
Trophy Games Development A/S,2011,250.0
Trip.Biz,2017,250.0
XIAMEN HAITONG LOGISTICS CO LTD,2018,250.0
AESSEAL plc,2021,250.0
Patisserie Valerie,2020,250.0
Bösmüller Print Management GesmbH & Co. KG,2007,250.0
Proximity,2020,250.0
GP-9,2003,250.0
Treepoints,2020,250.0
"Voluntary cancellation to offset the GHG generated from  production of HEMA ORGANIC CAMELLIA OIL (2L) (91,000 Buckets) from January 1, 2023 to December 31, 2023",2017,250.0
Österreichische Post,2010,250.0
COMPANHIA SIDERURGICA NACIONAL,2020,250.0
Human Playground TV Production B.V.,2017,250.0
ReGreen,2010,250.0
ORN (INT) Limited,2020,250.0
Laird Norton Enterprises,2018,250.0
Wilmington Plc,2015,250.0
Futurice,2015,250.0
Sechszylinder-Ottomotor,2020,250.0
Möbelfabrik Fr. Rudolf & Sohn GmbH & Co. KG,2018,250.0
BOC Aviation Limited,2017,250.0
Adam Hewitt Limited,2014,250.0
CHINATRANS INTL LIMITED,2016,250.0
Sureserve Group Ltd,2016,250.0
Xocolatl Chocolate,2021,250.0
MSIG Asia Pte. Ltd.,2019,250.0
GP-13,2003,250.0
臺灣集中保管結算所股份有限公司,2021,250.0
Clearview Relocation Ltd,2021,250.0
Boehringer Ingelheim Vetmedica GmbH,2017,250.0
CAEM UK,2020,250.0
Mutua Madrileña Automovilista SSPF,2018,250.0
Southampton FC,2019,250.0
Minimum Ltd,2019,250.0
Affirmations Australia,2018,250.0
Currency Cloud,2018,250.0
Malta Aviation Conference and Expo,2015,250.0
Gemini ARC,2012,250.0
FAB,2010,250.0
Ward Security Limited,2020,250.0
"The Born Free Foundation- Broadlands Business Campus,  Langhurst Wood Rd,  Horsham RH12 4QP,  United Kingdom",2007,249.0
Bottega Coco Pty Ltd (ABN: 35 741 150 625),2020,249.0
Träumeland GmbH,2012,249.0
HLB Dr. Stückmann und Partner mbB,2020,249.0
LA BRIANTINA DI POLI GIOVANNI S.P.A. _ Scope 1-2 2024,2008,249.0
Classic Grand Touring,2014,249.0
HLB Dr. Stückmann und Partner mbB,2018,249.0
ENFIX METAL (DONGGUAN) INC.,2014,249.0
CarboNeutral S.A.,2015,248.0
Ashton Care Group,2007,248.0
"Recycline, Inc  dba Preserve",2019,248.0
thyssenkrupp Materials Services GmbH,2019,248.0
Landhotel Stern,2017,248.0
Möbelwerke A. Decker GmbH,2016,248.0
Fossil Farms,2017,248.0
Vancouver Film Studios Limited Partnership,2010,248.0
Strathcona Paper LP,2019,248.0
"Hitachi Industrial Equipment Systems Co., Ltd Katsuta business office",2020,248.0
Cloverly,2021,248.0
SPS Facilities,2017,248.0
Swishfund,2009,248.0
PharmOut Pty Ltd (ABN: 85 117 673 766),2020,248.0
"阳光储能技术有限公司  Sungrow Energy Storage Technology Co., Ltd.",2020,248.0
Generation,2017,247.0
SureStay Chilliwack Inn - EcoStay Program,2012,247.0
Mirriad Advertising plc,2015,247.0
Eneco Retail,2006,247.0
Industrial Dwellings Society 1885 Ltd,2019,247.0
4T Medical,2009,247.0
Vectair Systems Ltd,2021,247.0
"Sun Hope(Tianjin) Technology Development Co., Ltd",2020,247.0
Industrial Dwellings Society 1885 Ltd,2016,247.0
ATÖLYE,2014,247.0
"Jiangsu Yuanfang Cable Factory CO.,LTD",2013,247.0
"Patent International Logistics (Shenzhen) Co.,Ltd",2017,247.0
GL Foods Worldwide Ltda,2019,247.0
CP Plus Ltd t/a GroupNexus,2021,247.0
Sun Shangwei,2014,247.0
Coop Poängshop,2016,247.0
Industrial Dwellings Society 1885 Ltd,2015,247.0
Tressler Trailer Coachworks Ltd,2016,247.0
Van der Vlist Transportgroep 2013,2012,247.0
Crossflight Ltd,2020,247.0
eSECLending,2017,247.0
Syncona Investment Management Limited,2013,247.0
Industrial Dwelling Society 1885 Ltd,2001,247.0
"Sun Hope(Tianjin)Technology Development Co., Ltd",2012,247.0
Worldwide Diamond Sorting Private Limited,2013,246.0
Sansi LED Lighting Inc.,2018,246.0
"Eco-Products, PBC",2021,246.0
QINGDAO FLOURISH LOGISTICS CO LTD,2018,246.0
"Shenzhen Mingyuan Cloud Technology Co., Ltd.",2012,246.0
SEAIR GLOBAL INC,2016,246.0
Sicredi Ouro Branco,2010,246.0
"2024 GHG Emission Offset for Shandong LEAD CNC Machinery Co., Ltd",2012,246.0
"Chuanyun Technology (Shenzhen) Co., Ltd. retired 246 MtCO2e carbon credits for scope 1 & scope 2 carbon neutrality in Alibaba Shenzhen Campus, from April 2023 to March 2024",2021,246.0
Big Image,2018,246.0
PACIFIC STAR EXPRESS (CHINA) CO LTD,2017,246.0
Linzi Xintianqi Food Plaza,2012,246.0
EV023020220016,2018,246.0
Shorade Cheltenham Ltd,2019,246.0
BY HEALTH,2015,246.0
Peggs A.R.C Limited,2020,246.0
Frühauf Genuss e.K.,2012,246.0
Days Motor Group Ltd,2011,246.0
Yarra Valley Estate,2010,245.0
Ambulancias Diavida S.L.,2010,245.0
Hanover Investors Management,2013,245.0
GEDI Gruppo Editoriale S.p.A.,2014,245.0
Alliance Leisure,2009,245.0
Retired on behalf of Carpedia International,2020,245.0
SoChic & Bob Steele - All Locations,2016,245.0
Rubicon Carbon Portfolios,2013,245.0
Bush & Co (Cambridge) Ltd,2021,245.0
"REPSOL BUTANO S.A. (BARQUILLOS Y GALLETAS TANIS, S. L. Instalación nº 50134299)",2013,245.0
SINOTRANS EASTREN COMPANY,2017,245.0
Atlas Reizen,2021,245.0
"佛山市顺德区精艺万希铜业有限公司 JINGYI WANXI COPPER CO.,LTD.",2016,245.0
Retired on behalf of Darebin City Council for the purposes of climate active carbon neutral certification for financial year 2021/2022.,2014,245.0
Pragma Gestão de Patrimônio,2015,245.0
Sequest,2017,245.0
"Zhonghuan Huanke (Shanxi) Technology Co., Ltd",2014,245.0
Quota di compensazione emissioni 2024 per FPT Industrial Testing Torino & ePowertrain plant,2018,245.0
Paula's Choice,2001,245.0
"Cloudflare, Inc.",2017,245.0
SGE,2009,244.0
AB KE Petterssons HandelstrÃ¤dgÃ¥rd,2015,244.0
GEDI Gruppo Editoriale S.p.A.,2015,244.0
LLUCH ESSENCE S.L,2010,244.0
DB Auto Repairs Ltd,2011,244.0
Ferreyros S.A.; Retirement for Person or Organization; Ferreyros S.A. Sede CDR por 244 toneladas de carbono por sus emisiones anuales 2021,2008,244.0
HONOUR LANE SHIPPING LIMITED,2017,244.0
CSR ASIA SUMMIT 2013,2008,244.0
Malaysian Industrial Development Finance Berhad (MIDF),2021,244.0
Climate Heroes - 22.04.25,2018,244.0
BOXCOWORLD LOGISTICS INDIA PVT LTD,2016,244.0
Spence Refit Ltd,2017,244.0
Storebox Holding GmbH,2012,244.0
Delta Air Lines in Partnership with Widen and Kennedy,2016,244.0
Florien Fitoativo,2021,244.0
Independent Record Pressing,2019,244.0
Privatpersoner Januari 2020,2016,244.0
Rebional GmbH,2010,244.0
Climate Heroes - 21.08.10,2018,244.0
Softwire Technology Limited,2014,243.0
Hilton,2013,243.0
Hashdex Gestora de Recursos Ltda.,2015,243.0
SUPPLY MARINE SERVICOS LTDA,2015,243.0
FDC UK Ltd,2019,243.0
Red Line Management,2018,243.0
ADEY,2008,243.0
REF HOLDINGS LIMITED,2011,243.0
World of Books Group Ltd,2021,243.0
Gladstone MRM Limited,2022,243.0
Ward Security Limited,2019,243.0
"Breakthrough, a U.S. Venture company",2019,243.0
Fix Auto West Kensington,2020,243.0
